chocolate_hair,0,1046479,"棕发"
brunette,0,1046476,"棕发,茶发"
simple_background,0,1033328,"简单背景/无背景,简单的背景"
shirt,0,956884,"衬衫"
shirt_only,0,956884,"衬衫"
shirts,0,956884,"衬衫"
black_hair,0,951555,"黑发"
black-hair,0,951555,"黑发"
blackhair,0,951555,"黑发"
dark_hair,0,951552,"黑发"
hair_ornament,0,909358,"头饰,发饰"
hair_decs,0,909358,"头饰"
hair_accessories,0,909357,"头饰"
hair_accessory,0,909356,"头饰"
hair_ornaments,0,909354,"头饰"
absurdres,5,889451,"超高分辨率,荒谬"
insaneres,5,889451,"超高分辨率"
very_high_resolution,5,889451,"超高分辨率"
red_eyes,0,874986,"红色眼睛,红眼,红眼睛"
redeyes,0,874986,"红色眼睛"
red_eye,0,874985,"红色眼睛,红眼"
thighhighs,0,871535,"长筒袜,过膝袜"
nude_thighhighs,0,871535,"长筒袜"
thigh_highs,0,871535,"长筒袜"
thighhgihs,0,871535,"长筒袜"
thighhigs,0,871535,"长筒袜"
thighighs,0,871535,"长筒袜"
naked_thighhighs,0,871534,"长筒袜,过膝袜"
stocking,0,871532,"长筒袜,过膝袜"
stockings,0,871531,"长筒袜,过膝袜"
thighhighs_only,0,871527,"长筒袜,过膝袜"
hat,0,860554,"帽子"
gloves,0,859727,"手套"
glove,0,859726,"手套"
1boy,0,852461,"1个男人,1男"
sole_male,0,852461,"1个男人"
1boys,0,852460,"1个男人"
bad_id,5,850533,"错误的id"
bad_skeb_id,5,850533,"错误的id"
long_sleeves,0,847925,"长袖"
long_sleeve,0,847924,"长袖"
white_background,0,842744,"白色背景"
dress,0,813386,"连衣裙"
original,3,800843,"原创,原版"
original_character,3,800842,"原创"
ribbon,0,776028,"丝带"
ribbons,0,776027,"丝带"
bow,0,773755,"蝴蝶结,弓"
bows,0,773754,"蝴蝶结"
touhou,3,769563,"东方"
toho,3,769563,"东方"
navel,0,762061,"肚脐"
belly_button,0,762060,"肚脐"
bellybutton,0,762059,"肚脐"
bad_pixiv_id,5,714106,"坏的pixivid"
2girls,0,713683,"2个女人"
2_girls,0,713682,"2个女人"
2girl,0,713681,"2个女人,两女"
photoshop_(medium),5,702997,"photoshop(中)"
holding,0,696989,"拿着,控股"
hold,0,696988,"拿着"
holding_object,0,696987,"拿着"
animal_ears,0,695502,"动物耳朵"
kemonomimi,0,695501,"动物耳朵"
cleavage,0,672733,"乳沟"
clevage,0,672733,"乳沟"
overboob,0,672733,"乳沟"
hair_between_eyes,0,661745,"眼间刘海,眼睛之间的头发"
bangs_between_eyes,0,661744,"眼间刘海"
bare_shoulders,0,637748,"裸露的肩膀,露双肩"
bareshoulders,0,637748,"裸露的肩膀"
bare_shoulder,0,637747,"裸露的肩膀,露双肩"
commentary,5,635624,"评论"
commentaries,5,635624,"评论"
brown_eyes,0,632789,"棕色眼睛,棕眼,棕色的眼睛"
browneyes,0,632789,"棕色眼睛"
light_brown_eyes,0,632789,"棕色眼睛"
twintails,0,632535,"双马尾"
twintaiks,0,632535,"双马尾"
twin_tails,0,632534,"双马尾"
twintail,0,632532,"双马尾"
medium_breasts,0,624978,"中等胸部(c),中等乳房"
jewelry,0,622350,"首饰"
jewelery,0,622350,"首饰"
jewellery,0,622350,"首饰"
sitting,0,612015,"坐着"
sit,0,612014,"坐着"
sitting_down,0,612013,"坐着"
very_long_hair,0,601723,"很长的头发"
hair_past_waist,0,601722,"很长的头发"
underwear,0,596262,"内衣"
shitagi,0,596262,"内衣"
undergarments,0,596260,"内衣"
closed_mouth,0,589051,"闭嘴,闭口"
nipples,0,575314,"乳头"
nipple,0,575313,"乳头"
school_uniform,0,569565,"校服,学校制服"
school_girl,0,569564,"校服,学校制服"
school_uniforms,0,569563,"校服,学校制服"
schoolgirl,0,569562,"校服,学校制服"
seifuku,0,569561,"校服,学校制服"
green_eyes,0,568502,"绿色眼睛,绿眼,绿眼睛"
green-eyes,0,568502,"绿色眼睛"
greeneyes,0,568502,"绿色眼睛"
blue_hair,0,547897,"蓝发,蓝发/水色发,蓝色的头发"
bluehair,0,547897,"蓝发"
standing,0,532306,"站着,站立,站立的"
purple_eyes,0,520583,"紫色眼睛,紫眼,紫色的眼睛"
light_purple_eyes,0,520583,"紫色眼睛"
purpleeyes,0,520583,"紫色眼睛"
violet_eyes,0,520583,"紫色眼睛"
collarbone,0,504733,"锁骨"
clavicles,0,504733,"锁骨"
clavicle,0,504732,"锁骨"
collarbones,0,504730,"锁骨"
panties,0,495559,"内裤"
pantie,0,495559,"内裤"
panty,0,495559,"内裤"
pantsu,0,495557,"内裤"
monochrome,0,470985,"单色,单色画"
monochome,0,470985,"单色"
monochorme,0,470985,"单色"
monochromatic,0,470982,"单色,单色的,单色画"
tail,0,470651,"尾巴"
shippo,0,470651,"尾巴"
animal_tail,0,470650,"尾巴"
jacket,0,469260,"夹克衫"
translated,5,459108,"翻译"
translatied,5,459108,"翻译"
translation,5,459108,"翻译"
swimsuit,0,457313,"泳衣,泳装"
bathing_suit,0,457312,"泳衣,泳装"
mizugi,0,457311,"泳衣,泳装"
swim_suit,0,457310,"泳衣,泳装"
swimsuits,0,457309,"泳衣,泳装"
full_body,0,446282,"全身"
closed_eyes,0,442906,"闭上眼睛"
eyes_closed,0,442905,"闭上眼睛,闭眼"
hair_ribbon,0,440003,"发带"
ribbon_in_hair,0,440003,"发带"
ribbons_in_hair,0,440003,"发带"
hair_ribbons,0,440002,"发带"
kantai_collection,3,436085,"康泰系列"
kancolle,3,436085,"康泰系列"
kankore,3,436085,"康泰系列"
yellow_eyes,0,433326,"金眼,黄色的眼睛"
gold_eyes,0,433326,"金眼"
golden_eyes,0,433326,"金眼"
hazel_eyes,0,433326,"金眼"
hazeleyes,0,433326,"金眼"
yelloweyes,0,433326,"金眼"
amber_eyes,0,433325,"金眼,琥珀色眼"
weapon,0,420275,"武器"
weapons,0,420274,"武器"
ponytail,0,419615,"马尾辫,马尾"
long_ponytail,0,419614,"马尾辫,马尾"
pony_tail,0,419613,"马尾辫,马尾"
upper_body,0,417829,"上半身"
bust,0,417828,"上半身"
purple_hair,0,415161,"紫发,紫色头发"
purple-hair,0,415161,"紫发"
purplehair,0,415161,"紫发"
violet_hair,0,415161,"紫发"
lavender_hair,0,415160,"紫发"
white_shirt,0,413176,"白衬衫"
white_blouse,0,413176,"白衬衫"
pink_hair,0,412002,"粉发,粉红色的头发"
magenta_hair,0,412002,"粉发"
pinkhair,0,412002,"粉发"
ass,0,411747,"屁股"
butt_cheeks,0,411747,"屁股"
buttocks,0,411747,"屁股"
oshiri,0,411747,"屁股"
rearend,0,411747,"屁股"
butt,0,411746,"屁股"
comic,0,405140,"漫画"
comics,0,405139,"漫画"
manga,0,405138,"漫画"
braid,0,404122,"有辫子的,编织,辫子"
braided_hair,0,404121,"有辫子的,辫子"
braids,0,404120,"有辫子的,辫子"
hair_braid,0,404119,"有辫子的,辫子"
flower,0,400183,"花"
flowers,0,400182,"花"
ahoge,0,395736,"呆毛"
:d,0,376147,"咧嘴笑"
short_sleeves,0,375920,"短袖"
hair_bow,0,372662,"蝴蝶结发饰,发弓"
hairbow,0,372662,"蝴蝶结发饰"
hair_bows,0,372661,"蝴蝶结发饰"
greyscale,0,371431,"灰白图,纯黑白色/黑白照片化/灰度"
b&w,0,371431,"灰白图"
black_and_white,0,371429,"灰白图,黑白片,纯黑白色/黑白照片化/灰度"
grayscale,0,371428,"灰白图,灰阶,纯黑白色/黑白照片化/灰度"
hetero,0,369606,"异性"
white_hair,0,361604,"白发"
whitehair,0,361604,"白发"
male_focus,0,359240,"男性焦点"
male_only,0,359240,"男性焦点"
man,0,359240,"男性焦点"
men,0,359240,"男性焦点"
male,0,359239,"男性焦点,男人"
heart,0,350239,"心"
<3,0,350239,"心"
hearts,0,350239,"心"
pantyhose,0,345097,"连裤袜"
panty_hose,0,345097,"连裤袜"
tights,0,345095,"连裤袜"
bikini,0,340940,"比基尼"
sidelocks,0,336241,"有明显侧发,耳前发,侧锁"
forelocks,0,336240,"有明显侧发,耳前发"
payot,0,336239,"有明显侧发,耳前发"
thighs,0,332714,"大腿"
thigh,0,332713,"大腿"
nude,0,330496,"裸体的"
naked,0,330495,"裸体的"
red_hair,0,327685,"红发,红头发"
red_head,0,327685,"红发"
redhair,0,327685,"红发"
redhead,0,327682,"红发"
cowboy_shot,0,324472,"腿部以上,七分身镜头,牛仔射击"
pleated_skirt,0,322440,"百褶裙"
sweat,0,322381,"汗水"
sweating,0,322381,"汗水"
hairband,0,320155,"发箍,头箍,发带"
hair_band,0,320154,"发箍,头箍"
multicolored_hair,0,318977,"多种发色,多彩头发,五彩的头发"
multicolor_hair,0,318976,"多种发色,多彩头发"
translation_request,5,318605,"翻译请求"
translate_request,5,318605,"翻译请求"
translation_requested,5,318605,"翻译请求"
translationrequest,5,318605,"翻译请求"
earrings,0,316173,"耳环"
aqua_earrings,0,316173,"耳环"
black_earrings,0,316173,"耳环"
blue_earrings,0,316173,"耳环"
brown_earrings,0,316173,"耳环"
green_earrings,0,316173,"耳环"
grey_earrings,0,316173,"耳环"
pink_earrings,0,316173,"耳环"
purple_earrings,0,316173,"耳环"
red_earrings,0,316173,"耳环"
white_earrings,0,316173,"耳环"
yellow_earrings,0,316173,"耳环"
ear_ring,0,316168,"耳环"
ear_rings,0,316167,"耳环"
earring,0,316166,"耳环"
small_breasts,0,315987,"小胸部(b),小乳房"
grey_hair,0,314794,"灰发,白发"
gray_hair,0,314793,"灰发"
boots,0,313016,"靴子,长靴"
boot,0,313015,"靴子,长靴"
naked_boots,0,313014,"靴子,长靴"
lying,0,303118,"躺着,说谎"
laying,0,303117,"躺着"
laying_down,0,303116,"躺着"
lying_down,0,303115,"躺着"
censored,0,300048,"有码,审查"
censor,0,300047,"有码"
censoring,0,300046,"有码"
outdoors,0,296370,"户外"
outdoor,0,296369,"户外"
outside,0,296368,"户外"
frills,0,295934,"皱边"
frill,0,295933,"皱边"
frilled,0,295932,"皱边,褶边"
frilly,0,295931,"皱边"
ruffles,0,295930,"皱边"
parted_lips,0,292170,"分开的嘴唇,嘴唇微张"
detached_sleeves,0,289409,"分离式袖子,袖肩分离装"
armsleeves,0,289408,"分离式袖子,袖肩分离装"
detached_sleeve,0,289407,"分离式袖子,袖肩分离装"
naked_sleeves,0,289406,"分离式袖子,袖肩分离装"
one_eye_closed,0,287946,"一只眼睛闭上,一只眼睛闭着"
wink,0,287945,"一只眼睛闭上,一只眼睛闭着"
food,0,286933,"食品"
japanese_clothes,0,282381,"和服,日本衣服"
japanese_clothing,0,282380,"和服"
traditional_japanese_clothes,0,282379,"和服"
wafuku,0,282378,"和服"
multiple_boys,0,278355,"多个男孩"
green_hair,0,278290,"绿发,绿色的头发"
greenhair,0,278290,"绿发"
wings,0,277342,"翅膀,翅膀/翼"
wing,0,277341,"翅膀,翅膀/翼"
open_clothes,0,275169,"敞开衣服,打开衣服"
open_clothing,0,275168,"敞开衣服"
sky,0,271218,"天空"
necktie,0,271120,"领带"
neck_tie,0,271119,"领带"
tie,0,271118,"领带"
horns,0,268888,"兽角,喇叭"
penis,0,266519,"阳具/屌,阴茎"
cock,0,266518,"阳具/屌"
cocks,0,266517,"阳具/屌"
dick,0,266516,"阳具/屌"
dicks,0,266515,"阳具/屌"
shoes,0,265277,"鞋子"
shoe,0,265277,"鞋子"
fate_(series),3,260162,"fate(系列)"
glasses,0,258562,"眼镜,眼镜/眼镜娘"
megane,0,258561,"眼镜,眼镜/眼镜娘"
meganekko,0,258560,"眼镜,眼镜/眼镜娘"
meganeko,0,258559,"眼镜,眼镜/眼镜娘"
shorts,0,253401,"短裤"
short_pants,0,253400,"短裤"
barefoot,0,252703,"赤脚"
bare_feet,0,252702,"赤脚"
bare_foot,0,252701,"赤脚"
barefeet,0,252700,"赤脚"
serafuku,0,246424,"水手服,濑福"
sailor_fuku,0,246424,"水手服"
pussy,0,245806,"阴户,阴道"
manko,0,245806,"阴户"
vagina,0,245804,"阴户"
vulva,0,245803,"阴户"
teeth,0,245489,"牙,牙齿"
bared_teeth,0,245488,"牙"
solo_focus,0,238837,"单人焦点,独奏焦点"
sleeveless,0,238082,"无袖"
no_sleeves,0,238082,"无袖"
day,0,238001,"白天"
alternate_costume,0,236618,"替代服装,角色换装"
alternate_outfit,0,236616,"替代服装,角色换装"
alternative_costume,0,236615,"替代服装,角色换装"
choker,0,236347,"颈圈,颈部饰品,项链,项圈"
tongue,0,235358,"舌头"
tongues,0,235357,"舌头"
pointy_ears,0,228958,"尖耳朵,尖耳"
pointy-ears,0,228958,"尖耳朵"
long_ears,0,228955,"尖耳朵,尖耳"
pointed_ears,0,228954,"尖耳朵,尖耳"
pointy_ear,0,228952,"尖耳朵,尖耳"
socks,0,227884,"袜子,短袜"
leghighs,0,227884,"袜子"
naked_socks,0,227882,"袜子,短袜"
sock,0,227881,"袜子,短袜"
black_gloves,0,225896,"黑色手套"
black_glove,0,225896,"黑色手套"
elbow_gloves,0,218936,"长袖手套,肘部手套"
long_gloves,0,218935,"长袖手套"
opera_gloves,0,218934,"长袖手套"
hairclip,0,218010,"发夹"
barrette,0,218009,"发夹"
hair_clip,0,218008,"发夹"
hair_clips,0,218007,"发夹"
hairclips,0,218006,"发夹"
fang,0,215043,"虎牙,方"
midriff,0,211220,"腹部,中腹部"
striped,0,211065,"横条花纹,条纹"
stripes,0,211064,"横条花纹"
puffy_sleeves,0,207646,"蓬松的袖子"
puffy_shoulders,0,207646,"蓬松的袖子"
shiny,0,204926,"闪亮"
looking_back,0,203075,"回头看,回眸"
looking_over_shoulder,0,203074,"回头看,回眸"
turning,0,203073,"回头看,回眸"
belt,0,202376,"腰带"
belts,0,202375,"腰带"
sword,0,198728,"刀,剑"
swords,0,198727,"刀"
collared_shirt,0,197795,"有领衬衫,翻领衬衫"
collared_blouse,0,197794,"有领衬衫,翻领衬衫"
pants,0,195599,"裤子"
long_pants,0,195599,"裤子"
trousers,0,195599,"裤子"
official_art,5,194421,"官方图片,官方画作,官方艺术"
artist_name,0,192428,"艺术家姓名"
cloud,0,192323,"云"
clouds,0,192322,"云"
indoors,0,186361,"室内"
tears,0,184656,"眼泪"
tear,0,184655,"眼泪"
cat_ears,0,184506,"猫耳朵,猫耳"
catears,0,184506,"猫耳朵"
nekomimi,0,184504,"猫耳朵,猫耳"
fate/grand_order,3,183978,"fate/大订单"
fgo,3,183978,"fate/大订单"
white_gloves,0,181876,"白手套"
white_glove,0,181876,"白手套"
virtual_youtuber,0,179776,"虚拟youtuber"
vtuber,0,179776,"虚拟youtuber"
3girls,0,178540,""
3girl,0,178539,"两女"
hair_flower,0,177530,"花发饰,发花"
hairflower,0,177530,"花发饰"
flower_hair_ornament,0,177529,"花发饰,发花"
flower_in_hair,0,177528,"花发饰,发花"
hair_flowers,0,177527,"花发饰,发花"
signature,0,177272,"含签名"
artist_signature,0,177271,"含签名"
autograph,0,177270,"含签名"
signed,0,177269,"含签名"
dark_skin,0,176102,"肤色较深,深色皮肤"
brown_skin,0,176102,"肤色较深"
dark_skin_female,0,176102,"肤色较深"
darkskin,0,176102,"肤色较深"
hand_up,0,175705,"举手"
hand_raised,0,175705,"举手"
one_hand_raised,0,175705,"举手"
raised_hand,0,175705,"举手"
spread_legs,0,173323,"张腿,张开双腿"
legs_spread,0,173323,"张腿"
open_legs,0,173321,"张腿"
spread_leg,0,173320,"张腿"
silver_hair,0,172873,"银发"
cum,0,172618,"射精,精液"
cumshot,0,172617,"射精"
semen,0,172616,"射精"
sperm,0,172615,"射精"
2boys,0,170921,"2个男人"
2boy,0,170920,"2个男人,两男"
hood,0,170424,"帽兜,兜帽,引擎盖"
sex,0,169737,"性爱,色色"
fuck,0,169736,"性爱"
fucking,0,169735,"性爱"
idolmaster,3,168860,"偶像大师"
idol_master,3,168860,"偶像大师"
idolm@ster,3,168860,"偶像大师"
the_idolmaster,3,168860,"偶像大师"
miniskirt,0,168572,"迷你裙"
mini_skirt,0,168571,"迷你裙"
short_skirt,0,168570,"迷你裙"
tongue_out,0,167571,"吐舌头"
wide_sleeves,0,167392,"宽口袖子,宽袖"
on_back,0,166746,"仰卧,仰躺,背面"
lying_on_back,0,166745,"仰卧,仰躺"
supine,0,166744,"仰卧,仰躺"
fingerless_gloves,0,166594,"露指手套,无指手套"
fingerless_glove,0,166593,"露指手套"
blunt_bangs,0,166178,"齐刘海,钝刘海"
bowtie,0,164885,"领结,蝴蝶领结"
bow_tie,0,164884,"领结,蝴蝶领结"
neck_bow,0,164883,"领结,蝴蝶领结"
black_skirt,0,164625,"黑色裙子"
armpits,0,163586,"举手露腋,腋窝"
showing_armpits,0,163586,"举手露腋"
armpit,0,163585,"举手露腋"
pink_eyes,0,163024,"粉红色眼睛,粉红色的眼睛"
english_commentary,5,163005,"英文评论"
sailor_collar,0,160457,"水手领"
medium_hair,0,158791,"中等长度头发,中等长发,中等头发"
shoulder-length_hair,0,158790,"中等长度头发,中等长发"
kimono,0,158659,"和服"
pokemon,3,157511,"宠物小精灵"
pocket_monsters,3,157511,"宠物小精灵"
pokemons,3,157511,"宠物小精灵"
pok├®mon,3,157511,"宠物小精灵"
water,0,154351,"水"
grey_background,0,153495,"灰色背景"
gray_background,0,153495,"灰色背景"
necklace,0,151304,"项链"
black_legwear,0,151031,"黑色腿装,黑色裤袜"
black_thighhighs,0,151026,"黑色腿装,黑色过膝袜,黑色长筒袜"
off_shoulder,0,147990,"衣服从肩膀滑下,露单肩,露肩"
off-shoulder,0,147989,"衣服从肩膀滑下,露单肩"
off_shoulders,0,147988,"衣服从肩膀滑下,露单肩"
chibi,0,147648,"q版,赤壁"
super_deformed,0,147647,"q版"
bag,0,146939,"包"
bags,0,146939,"包"
clothes_lift,0,146105,"掀起衣物,衣服升降机"
cape,0,145528,"披风,披肩/斗篷/披风"
from_behind,0,145487,"侧视视角,背影,从后面"
viewed_from_behind,0,145486,"侧视视角,背影"
star_(symbol),0,145380,"星(符号)"
stomach,0,145363,"胃"
scarf,0,145354,"围巾"
muffler,0,145353,"围巾"
twitter_username,0,144376,"推特用户名"
artist_twitter,0,144376,"推特用户名"
bra,0,143316,"胸罩,文胸"
nail_polish,0,142958,"指甲油"
colored_nails,0,142958,"指甲油"
nail_varnish,0,142958,"指甲油"
nailpolish,0,142958,"指甲油"
painted_nails,0,142958,"指甲油"
orange_hair,0,142662,"橘发,橙色头发"
yuri,0,142648,"百合,尤里"
girl's_love,0,142647,"百合"
girl_love,0,142646,"百合"
girls_love,0,142645,"百合"
lesbian,0,142644,"百合"
shoujo-ai,0,142643,"百合"
white_dress,0,141629,"白色连衣裙"
sweatdrop,0,141422,"汗珠"
sweat_drop,0,141422,"汗珠"
sweat_drops,0,141422,"汗珠"
sweatdrops,0,141422,"汗珠"
holding_weapon,0,141258,"手持武器"
black_footwear,0,141200,"黑色鞋类"
black_boots,0,141200,"黑色鞋类"
black_shoes,0,141200,"黑色鞋类"
armor,0,140506,"装甲,盔甲"
armour,0,140506,"装甲"
rabbit_ears,0,139273,"兔耳朵,兔子耳朵"
bunny_ear,0,139273,"兔耳朵"
rabbit_ear,0,139273,"兔耳朵"
bunny_ears,0,139271,"兔耳朵,兔子耳朵,兔耳"
white_panties,0,139230,"白色内裤"
mole,0,136877,"痣,鼹鼠"
beauty_mark,0,136876,"痣"
hair_over_one_eye,0,135697,"头发遮住一只眼睛,头发遮住了一只眼睛,一只眼睛上的头发"
hair_over_eye,0,135696,"头发遮住一只眼睛,头发遮住了一只眼睛"
grin,0,135287,"露齿而笑,咧嘴一笑"
uniform,0,134600,"制服"
uniforms,0,134599,"制服"
:o,0,133841,"惊讶"
:0,0,133840,"惊讶"
huge_breasts,0,133500,"巨乳(e),巨大的乳房"
huge_breast,0,133500,"巨乳(e)"
huge_boobs,0,133499,"巨乳(e)"
huge_tits,0,133497,"巨乳(e)"
blurry,0,132946,"模糊的"
blurred,0,132945,"模糊的"
black_eyes,0,132362,"黑色眼睛,黑眼,黑眼睛"
dark_eyes,0,132362,"黑色眼睛"
character_name,0,132310,"人物名称"
apron,0,132263,"围裙"
looking_at_another,0,130747,"看着另一个人,盯着另一人"
vest,0,128632,"背心"
black_dress,0,126840,"黑色连衣裙,黑连衣裙"
arm_up,0,125800,"单抬臂,举起手臂"
arm_raised,0,125799,"单抬臂"
one_arm_up,0,125798,"单抬臂"
raised_arm,0,125797,"单抬臂"
mosaic_censoring,0,125723,"马赛克审查,马赛克"
mosaic_censor,0,125722,"马赛克审查,马赛克"
pixel_censor,0,125721,"马赛克审查,马赛克"
rough_censoring,0,125720,"马赛克审查,马赛克"
high_heels,0,125612,"高跟鞋"
highheels,0,125612,"高跟鞋"
heels,0,125611,"高跟鞋"
vaginal,0,125586,"阴道"
vaginal_penetration,0,125586,"阴道"
vaginal_sex,0,125586,"阴道"
red_bow,0,125049,"红色蝴蝶结"
twin_braids,0,125048,"双辫子"
twin_braid,0,125047,"双辫子"
twinbraid,0,125046,"双辫子"
twinbraids,0,125045,"双辫子"
flat_chest,0,123020,"贫乳(a),平胸"
flatchest,0,123020,"贫乳(a)"
titty_buds,0,123020,"贫乳(a)"
tsurupeta,0,123020,"贫乳(a)"
flat_chested,0,123019,"贫乳(a)"
pettanko,0,123017,"贫乳(a)"
arms_up,0,122759,"双抬臂,举起手臂"
arms_above,0,122758,"双抬臂"
arms_above_head,0,122757,"双抬臂"
arms_raised,0,122756,"双抬臂"
hands_above_head,0,122755,"双抬臂"
raised_arms,0,122754,"双抬臂"
shiny_hair,0,122714,"有光泽的头发,闪亮的头发"
side_ponytail,0,121984,"侧马尾辫,侧马尾"
side_tail,0,121983,"侧马尾辫,侧马尾"
sidetail,0,121982,"侧马尾辫,侧马尾"
bracelet,0,121896,"手镯,手链"
bracelets,0,121895,"手镯"
collar,0,121712,"项圈,衣领"
covered_nipples,0,121585,"覆盖的乳头,激凸的乳头/隐约可见的乳头"
covered_erect_nipples,0,121585,"覆盖的乳头"
erect_nipplees,0,121585,"覆盖的乳头"
errect_nipples,0,121585,"覆盖的乳头"
erect_nipple,0,121583,"覆盖的乳头,激凸的乳头/隐约可见的乳头"
erect_nipples,0,121581,"覆盖的乳头,激凸的乳头/隐约可见的乳头"
erect_nipples_under_clothes,0,121580,"覆盖的乳头,激凸的乳头/隐约可见的乳头"
perky_nipples,0,121578,"覆盖的乳头,激凸的乳头/隐约可见的乳头"
feet,0,118991,"脚"
foot,0,118990,"脚"
dated,0,118815,"日期"
from_side,0,118032,"角色的侧面,从侧面"
side,0,118031,"角色的侧面"
side_view,0,118030,"角色的侧面"
viewed_from_side,0,118029,"角色的侧面"
aqua_eyes,0,117472,"青色眼睛,吐舌鬼脸,水眼"
cyan_eyes,0,117472,"青色眼睛"
teal_eyes,0,117472,"青色眼睛"
turquoise_eyes,0,117472,"青色眼睛"
vocaloid,3,116231,""
vocaloid_2,3,116231,""
vocaloid_3,3,116231,""
sweater,0,115033,"毛衣"
two-tone_hair,0,114591,"两种发色,两色头发"
two-tone-hair,0,114591,"两种发色"
two_tone_hair,0,114591,"两种发色"
speech_bubble,0,114527,"讲话泡泡"
speech_balloon,0,114527,"讲话泡泡"
text_bubble,0,114527,"讲话泡泡"
word_bubble,0,114527,"讲话泡泡"
leotard,0,114043,"高叉连体紧身衣,體操服"
red_ribbon,0,112196,"红丝带"
two_side_up,0,111533,"披肩双马尾,小型双股辫,两侧向上"
two_sides_up,0,111532,"披肩双马尾,小型双股辫"
english_text,0,111457,"英文文本"
english,0,111457,"英文文本"
dark-skinned_female,0,111075,"黑皮肤女性"
dark_skinned_female,0,111074,"黑皮肤女性"
open_jacket,0,110983,"开夹克"
open_blazer,0,110983,"开夹克"
open_track_jacket,0,110983,"开夹克"
tree,0,110120,"树"
trees,0,110120,"树"
sketch,0,109877,"草图,素描"
rough,0,109876,"草图"
rough_sketch,0,109875,"草图"
cup,0,109805,"杯子"
cups,0,109805,"杯子"
drinking_cup,0,109805,"杯子"
blue_sky,0,109339,"蓝天"
puffy_short_sleeves,0,108813,"蓬松的短袖,蓬松短袖"
short_puffy_sleeves,0,108813,"蓬松的短袖"
lips,0,108716,"嘴唇"
zettai_ryouiki,0,107347,"绝对领域"
absolute_territory,0,107346,"绝对领域"
zettai_ryouki,0,107345,"绝对领域"
blue_skirt,0,106323,"蓝色裙子"
hololive,3,106179,""
official_alternate_costume,0,104403,"官方备用服装"
alternate_costume_(official),0,104403,"官方备用服装"
official_alternate_outfit,0,104403,"官方备用服装"
groin,0,104033,"腹股沟"
adonis_belt,0,104033,"腹股沟"
hip_lines,0,104033,"腹股沟"
mound_of_venus,0,104030,"腹股沟,腹部三角带"
coat,0,103266,"外套"
fingernails,0,103161,"指甲"
finger_nails,0,103161,"指甲"
fingernail,0,103161,"指甲"
wet,0,102577,"湿的"
soaked,0,102577,"湿的"
genshin_impact,3,102416,"原神"
genshin,3,102416,"原神"
cat_tail,0,102123,"猫尾巴"
cat_tails,0,102123,"猫尾巴"
v-shaped_eyebrows,0,101398,"眉毛皱成v形(表高傲或愤怒),v字眉"
bad_twitter_id,5,101357,"错误的推特id"
streaked_hair,0,101072,"挑染,条染,条纹头发"
highlights,0,101071,"挑染,条染"
black_jacket,0,101020,"黑色夹克"
black_blazer,0,101020,"黑色夹克"
neckerchief,0,100738,"水手服的领巾,围巾,领巾"
head_tilt,0,100424,"歪着头,头部倾斜"
crop_top,0,99832,"露腹短上衣,裁剪上衣"
white_legwear,0,99720,"白色腿装,白色裤袜"
white_thighhighs,0,99715,"白色腿装,白色过膝袜,白色长筒袜"
see-through,0,99593,"透明装"
see_through,0,99593,"透明装"
seethrough,0,99591,"透明装"
sheer_clothes,0,99590,"透明装"
